ID_ATECO;CODICE_ATECO;DESCRIZIONE
464;16.23.2;Fabbricazione di altri elementi in legno e di falegnameria per l'edilizia
465;16.23.20;Fabbricazione di altri elementi in legno e di falegnameria per l'edilizia
466;16.24;Fabbricazione di imballaggi in legno
467;16.24.0;Fabbricazione di imballaggi in legno
468;16.24.00;Fabbricazione di imballaggi in legno
469;16.29;Fabbricazione di altri prodotti in legno, sughero, paglia e materiali da intreccio
470;16.29.1;Fabbricazione di prodotti vari in legno (esclusi i mobili)
471;16.29.11;Fabbricazione di parti in legno per calzature
472;16.29.12;Fabbricazione di manici di ombrelli, bastoni e simile
473;16.29.19;Fabbricazione di altri prodotti vari in legno (esclusi i mobili)
474;16.29.2;Fabbricazione dei prodotti della lavorazione del sughero
475;16.29.20;Fabbricazione dei prodotti della lavorazione del sughero
476;16.29.3;Fabbricazione di articoli in paglia e materiali da intreccio
477;16.29.30;Fabbricazione di articoli in paglia e materiali da intreccio
478;16.29.4;Laboratori di corniciai
479;16.29.40;Laboratori di corniciai
480;17;FABBRICAZIONE DI CARTA E DI PRODOTTI DI CARTA
481;17.1;FABBRICAZIONE DI PASTA-CARTA, CARTA E CARTONE
482;17.11;Fabbricazione di pasta-carta
483;17.11.0;Fabbricazione di pasta-carta
484;17.11.00;Fabbricazione di pasta-carta
485;17.12;Fabbricazione di carta e cartone
486;17.12.0;Fabbricazione di carta e cartone
487;17.12.00;Fabbricazione di carta e cartone
488;17.2;FABBRICAZIONE DI ARTICOLI DI CARTA E CARTONE
489;17.21;Fabbricazione di carta e cartone ondulato e di imballaggi di carta e cartone
490;17.21.0;Fabbricazione di carta e cartone ondulato e di imballaggi di carta e cartone (esclusi quelli in carta pressata)
491;17.21.00;Fabbricazione di carta e cartone ondulato e di imballaggi di carta e cartone (esclusi quelli in carta pressata)
492;17.22;Fabbricazione di prodotti igienico-sanitari e per uso domestico in carta e ovatta di cellulosa
493;17.22.0;Fabbricazione di prodotti igienico-sanitari e per uso domestico in carta e ovatta di cellulosa
494;17.22.00;Fabbricazione di prodotti igienico-sanitari e per uso domestico in carta e ovatta di cellulosa
495;17.23;Fabbricazione di prodotti cartotecnici
496;17.23.0;Fabbricazione di prodotti cartotecnici
497;17.23.01;Fabbricazione di prodotti cartotecnici scolastici e commerciali quando l'attività di stampa non è la principale caratteristica
498;17.23.09;Fabbricazione di altri prodotti cartotecnici
499;17.24;Fabbricazione di carta da parati
500;17.24.0;Fabbricazione di carta da parati
501;17.24.00;Fabbricazione di carta da parati
502;17.29;Fabbricazione di altri articoli di carta e cartone
503;17.29.0;Fabbricazione di altri articoli di carta e cartone
504;17.29.00;Fabbricazione di altri articoli di carta e cartone
505;18;STAMPA E RIPRODUZIONE DI SUPPORTI REGISTRATI
506;18.1;STAMPA E SERVIZI CONNESSI ALLA STAMPA
507;18.11;Stampa di giornali
508;18.11.0;Stampa di giornali
509;18.11.00;Stampa di giornali
510;18.12;Altra stampa
511;18.12.0;Altra stampa
512;18.12.00;Altra stampa
513;18.13;Lavorazioni preliminari alla stampa e ai media
514;18.13.0;Lavorazioni preliminari alla stampa e ai media
515;18.13.00;Lavorazioni preliminari alla stampa e ai media
516;18.14;Legatoria e servizi connessi
517;18.14.0;Legatoria e servizi connessi
518;18.14.00;Legatoria e servizi connessi
519;18.2;RIPRODUZIONE DI SUPPORTI REGISTRATI
520;18.20;Riproduzione di supporti registrati
521;18.20.0;Riproduzione di supporti registrati
522;18.20.00;Riproduzione di supporti registrati
523;19;FABBRICAZIONE DI COKE E PRODOTTI DERIVANTI DALLA RAFFINAZIONE DEL PETROLIO
524;19.1;FABBRICAZIONE DI PRODOTTI DI COKERIA
525;19.10;Fabbricazione di prodotti di cokeria
526;19.10.0;Fabbricazione di prodotti di cokeria
527;19.10.01;Fabbricazione di pece e coke di pece
528;19.10.09;Fabbricazione di altri prodotti di cokeria
529;19.2;FABBRICAZIONE DI PRODOTTI DERIVANTI DALLA RAFFINAZIONE DEL PETROLIO
530;19.20;Fabbricazione di prodotti derivanti dalla raffinazione del petrolio
531;19.20.1;Raffinerie di petrolio
532;19.20.10;Raffinerie di petrolio
533;19.20.2;Preparazione o miscelazione di derivati del petrolio (esclusa la petrolchimica)
534;19.20.20;Preparazione o miscelazione di derivati del petrolio (esclusa la petrolchimica)
535;19.20.3;Miscelazione di gas petroliferi liquefatti (GPL) e loro imbottigliamento
536;19.20.30;Miscelazione di gas petroliferi liquefatti (GPL) e loro imbottigliamento
537;19.20.4;Fabbricazione di emulsioni di bitume, di catrame e di leganti per uso stradale
538;19.20.40;Fabbricazione di emulsioni di bitume, di catrame e di leganti per uso stradale
539;19.20.9;Fabbricazione di altri prodotti petroliferi raffinati
540;19.20.90;Fabbricazione di altri prodotti petroliferi raffinati
541;20;FABBRICAZIONE DI PRODOTTI CHIMICI
542;20.1;FABBRICAZIONE DI PRODOTTI CHIMICI DI BASE, DI FERTILIZZANTI E COMPOSTI AZOTATI, DI MATERIE PLASTICHE E GOMMA SINTETICA IN FORME PRIMARIE
543;20.11;Fabbricazione di gas industriali
544;20.11.0;Fabbricazione di gas industriali
545;20.11.00;Fabbricazione di gas industriali
546;20.12;Fabbricazione di coloranti e pigmenti
547;20.12.0;Fabbricazione di coloranti e pigmenti
548;20.12.00;Fabbricazione di coloranti e pigmenti
549;20.13;Fabbricazione di altri prodotti chimici di base inorganici
550;20.13.0;Fabbricazione di altri prodotti chimici di base inorganici
551;20.13.01;Fabbricazione di uranio e torio arricchito
552;20.13.09;Fabbricazione di altri prodotti chimici di base inorganici
553;20.14;Fabbricazione di altri prodotti chimici di base organici
554;20.14.0;Fabbricazione di altri prodotti chimici di base organici
555;20.14.01;Fabbricazione di alcol etilico da materiali fermentati
556;20.14.09;Fabbricazione di altri prodotti chimici di base organici nca
557;20.15;Fabbricazione di fertilizzanti e composti azotati
558;20.15.0;Fabbricazione di fertilizzanti e composti azotati (esclusa la fabbricazione di compost)
559;20.15.00;Fabbricazione di fertilizzanti e composti azotati (esclusa la fabbricazione di compost)
560;20.16;Fabbricazione di materie plastiche in forme primarie
561;20.16.0;Fabbricazione di materie plastiche in forme primarie
562;20.16.00;Fabbricazione di materie plastiche in forme primarie
563;20.17;Fabbricazione di gomma sintetica in forme primarie
564;20.17.0;Fabbricazione di gomma sintetica in forme primarie
565;20.17.00;Fabbricazione di gomma sintetica in forme primarie
566;20.2;FABBRICAZIONE DI AGROFARMACI E DI ALTRI PRODOTTI CHIMICI PER L'AGRICOLTURA
567;20.20;Fabbricazione di agrofarmaci e di altri prodotti chimici per l'agricoltura
568;20.20.0;Fabbricazione di agrofarmaci e di altri prodotti chimici per l'agricoltura (esclusi i concimi)
569;20.20.00;Fabbricazione di agrofarmaci e di altri prodotti chimici per l'agricoltura (esclusi i concimi)
570;20.3;FABBRICAZIONE DI PITTURE, VERNICI E SMALTI, INCHIOSTRI DA STAMPA E ADESIVI SINTETICI
571;20.30;Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici
572;20.30.0;Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici
573;20.30.00;Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici
574;20.4;FABBRICAZIONE DI SAPONI E DETERGENTI, DI PRODOTTI PER LA PULIZIA E LA LUCIDATURA, DI PROFUMI E COSMETICI
575;20.41;Fabbricazione di saponi e detergenti, di prodotti per la pulizia e la lucidatura
576;20.41.1;Fabbricazione di saponi, detergenti e di agenti organici tensioattivi (esclusi i prodotti per toletta)
577;20.41.10;Fabbricazione di saponi, detergenti e di agenti organici tensioattivi (esclusi i prodotti per toletta)
578;20.41.2;Fabbricazione di specialità chimiche per uso domestico e per manutenzione
579;20.41.20;Fabbricazione di specialità chimiche per uso domestico e per manutenzione
580;20.42;Fabbricazione di profumi e cosmetici
581;20.42.0;Fabbricazione di prodotti per toletta: profumi, cosmetici, saponi e simili
582;20.42.00;Fabbricazione di prodotti per toletta: profumi, cosmetici, saponi e simili
583;20.5;FABBRICAZIONE DI ALTRI PRODOTTI CHIMICI
584;20.51;Fabbricazione di esplosivi
585;20.51.0;Fabbricazione di esplosivi
586;20.51.01;Fabbricazione di fiammiferi
587;20.51.02;Fabbricazione di articoli esplosivi
588;20.52;Fabbricazione di colle
589;20.52.0;Fabbricazione di colle
590;20.52.00;Fabbricazione di colle
591;20.53;Fabbricazione di oli essenziali
592;20.53.0;Fabbricazione di oli essenziali
593;20.53.00;Fabbricazione di oli essenziali
594;20.59;Fabbricazione di altri prodotti chimici nca
595;20.59.1;Fabbricazione di prodotti chimici per uso fotografico
596;20.59.10;Fabbricazione di prodotti chimici per uso fotografico
597;20.59.2;Fabbricazione di prodotti chimici organici ottenuti da prodotti di base derivati da processi di fermentazione o da materie prime vegetali
598;20.59.20;Fabbricazione di prodotti chimici organici ottenuti da prodotti di base derivati da processi di fermentazione o da materie prime vegetali
599;20.59.3;Trattamento chimico degli acidi grassi
600;20.59.30;Trattamento chimico degli acidi grassi
601;20.59.4;Fabbricazione di prodotti chimici vari per uso industriale (inclusi i preparati antidetonanti e antigelo)
602;20.59.40;Fabbricazione di prodotti chimici vari per uso industriale (inclusi i preparati antidetonanti e antigelo)
603;20.59.5;Fabbricazione di prodotti chimici impiegati per ufficio e per il consumo non industriale
604;20.59.50;Fabbricazione di prodotti chimici impiegati per ufficio e per il consumo non industriale
605;20.59.6;Fabbricazione di prodotti ausiliari per le industrie tessili e del cuoio
606;20.59.60;Fabbricazione di prodotti ausiliari per le industrie tessili e del cuoio
607;20.59.7;Fabbricazione di prodotti elettrochimici (esclusa produzione di cloro, soda e potassa) ed elettrotermici
608;20.59.70;Fabbricazione di prodotti elettrochimici (esclusa produzione di cloro, soda e potassa) ed elettrotermici
609;20.59.9;Fabbricazione di altri prodotti chimici nca
610;20.59.90;Fabbricazione di altri prodotti chimici nca
611;20.6;FABBRICAZIONE DI FIBRE SINTETICHE E ARTIFICIALI
612;20.60;Fabbricazione di fibre sintetiche e artificiali
613;20.60.0;Fabbricazione di fibre sintetiche e artificiali
614;20.60.00;Fabbricazione di fibre sintetiche e artificiali
615;21;FABBRICAZIONE DI PRODOTTI FARMACEUTICI DI BASE E DI PREPARATI FARMACEUTICI
616;21.1;FABBRICAZIONE DI PRODOTTI FARMACEUTICI DI BASE
617;21.10;Fabbricazione di prodotti farmaceutici di base
618;21.10.0;Fabbricazione di prodotti farmaceutici di base
619;21.10.00;Fabbricazione di prodotti farmaceutici di base
620;21.2;FABBRICAZIONE DI MEDICINALI E PREPARATI FARMACEUTICI
621;21.20;Fabbricazione di medicinali e preparati farmaceutici
622;21.20.0;Fabbricazione di medicinali e preparati farmaceutici
623;21.20.01;Fabbricazione di sostanza diagnostiche radioattive in vivo
624;21.20.09;Fabbricazione di medicinali ed altri preparati farmaceutici
625;22;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE
626;22.1;FABBRICAZIONE DI ARTICOLI IN GOMMA
627;22.11;"Fabbricazione di pneumatici e camere d'aria; rigenerazione e ricostruzione di pneumatici"
628;22.11.1;Fabbricazione di pneumatici e di camere d'aria
629;22.11.10;Fabbricazione di pneumatici e di camere d'aria
630;22.11.2;Rigenerazione e ricostruzione di pneumatici
631;22.11.20;Rigenerazione e ricostruzione di pneumatici
632;22.19;Fabbricazione di altri prodotti in gomma
633;22.19.0;Fabbricazione di altri prodotti in gomma
634;22.19.01;Fabbricazione di suole di gomma e altre parti in gomma per calzature
635;22.19.09;Fabbricazione di altri prodotti in gomma nca
636;22.2;FABBRICAZIONE DI ARTICOLI IN MATERIE PLASTICHE
637;22.21;Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche
638;22.21.0;Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche
639;22.21.00;Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche
640;22.22;Fabbricazione di imballaggi in materie plastiche
641;22.22.0;Fabbricazione di imballaggi in materie plastiche
642;22.22.00;Fabbricazione di imballaggi in materie plastiche
643;22.23;Fabbricazione di articoli in plastica per l'edilizia
644;22.23.0;Fabbricazione di articoli in plastica per l'edilizia
645;22.23.01;Fabbricazione di rivestimenti elastici per pavimenti (vinile, linoleum eccetera)
646;22.23.02;Fabbricazione di porte, finestre, intelaiature eccetera in plastica per l'edilizia
647;22.23.09;Fabbricazione di altri articoli in plastica per l'edilizia
648;22.29;Fabbricazione di altri articoli in materie plastiche
649;22.29.0;Fabbricazione di altri articoli in materie plastiche
650;22.29.01;Fabbricazione di parti in plastica per calzature
651;22.29.02;Fabbricazione di oggetti di cancelleria in plastica
652;22.29.09;Fabbricazione di altri articoli in materie plastiche nca
653;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI
654;23.1;FABBRICAZIONE DI VETRO E DI PRODOTTI IN VETRO
655;23.11;Fabbricazione di vetro piano
656;23.11.0;Fabbricazione di vetro piano
657;23.11.00;Fabbricazione di vetro piano
658;23.12;Lavorazione e trasformazione del vetro piano
659;23.12.0;Lavorazione e trasformazione del vetro piano
660;23.12.00;Lavorazione e trasformazione del vetro piano
661;23.13;Fabbricazione di vetro cavo
662;23.13.0;Fabbricazione di vetro cavo
663;23.13.00;Fabbricazione di vetro cavo
664;23.14;Fabbricazione di fibre di vetro
665;23.14.0;Fabbricazione di fibre di vetro
666;23.14.00;Fabbricazione di fibre di vetro
667;23.19;Fabbricazione e lavorazione di altro vetro (incluso vetro per usi tecnici), lavorazione di vetro cavo
668;23.19.1;Fabbricazione di vetrerie per laboratori, per uso igienico, per farmacia
669;23.19.10;Fabbricazione di vetrerie per laboratori, per uso igienico, per farmacia
670;23.19.2;Lavorazione di vetro a mano e a soffio artistico
671;23.19.20;Lavorazione di vetro a mano e a soffio artistico
672;23.19.9;Fabbricazione di altri prodotti in vetro (inclusa la vetreria tecnica)
673;23.19.90;Fabbricazione di altri prodotti in vetro (inclusa la vetreria tecnica)
674;23.2;FABBRICAZIONE DI PRODOTTI REFRATTARI
675;23.20;Fabbricazione di prodotti refrattari
676;23.20.0;Fabbricazione di prodotti refrattari
677;23.20.00;Fabbricazione di prodotti refrattari
678;23.3;FABBRICAZIONE DI MATERIALI DA COSTRUZIONE IN TERRACOTTA
679;23.31;Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti
680;23.31.0;Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti
681;23.31.00;Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti
682;23.32;Fabbricazione di mattoni, tegole ed altri prodotti per l'edilizia in terracotta
683;23.32.0;Fabbricazione di mattoni, tegole ed altri prodotti per l'edilizia in terracotta
684;23.32.00;Fabbricazione di mattoni, tegole ed altri prodotti per l'edilizia in terracotta
685;23.4;FABBRICAZIONE DI ALTRI PRODOTTI IN PORCELLANA E IN CERAMICA
686;23.41;Fabbricazione di prodotti in ceramica per usi domestici e ornamentali
687;23.41.0;Fabbricazione di prodotti in ceramica per usi domestici e ornamentali
688;23.41.00;Fabbricazione di prodotti in ceramica per usi domestici e ornamentali
689;23.42;Fabbricazione di articoli sanitari in ceramica
690;23.42.0;Fabbricazione di articoli sanitari in ceramica
691;23.42.00;Fabbricazione di articoli sanitari in ceramica
692;23.43;Fabbricazione di isolatori e di pezzi isolanti in ceramica
693;23.43.0;Fabbricazione di isolatori e di pezzi isolanti in ceramica
694;23.43.00;Fabbricazione di isolatori e di pezzi isolanti in ceramica
695;23.44;Fabbricazione di altri prodotti in ceramica per uso tecnico e industriale
696;23.44.0;Fabbricazione di altri prodotti in ceramica per uso tecnico e industriale
697;23.44.00;Fabbricazione di altri prodotti in ceramica per uso tecnico e industriale
698;23.49;Fabbricazione di altri prodotti in ceramica
699;23.49.0;Fabbricazione di altri prodotti in ceramica
700;23.49.00;Fabbricazione di altri prodotti in ceramica
701;23.5;PRODUZIONE DI CEMENTO, CALCE E GESSO
702;23.51;Produzione di cemento
703;23.51.0;Produzione di cemento
704;23.51.00;Produzione di cemento
705;23.52;Produzione di calce e gesso
706;23.52.1;Produzione di calce
707;23.52.10;Produzione di calce
708;23.52.2;Produzione di gesso
709;23.52.20;Produzione di gesso
710;23.6;FABBRICAZIONE DI PRODOTTI IN CALCESTRUZZO, CEMENTO E GESSO
711;23.61;Fabbricazione di prodotti in calcestruzzo per l'edilizia
712;23.61.0;Fabbricazione di prodotti in calcestruzzo per l'edilizia
713;23.61.00;Fabbricazione di prodotti in calcestruzzo per l'edilizia
714;23.62;Fabbricazione di prodotti in gesso per l'edilizia
715;23.62.0;Fabbricazione di prodotti in gesso per l'edilizia
716;23.62.00;Fabbricazione di prodotti in gesso per l'edilizia
717;23.63;Produzione di calcestruzzo pronto per l'uso
718;23.63.0;Produzione di calcestruzzo pronto per l'uso
719;23.63.00;Produzione di calcestruzzo pronto per l'uso
720;23.64;Produzione di malta
721;23.64.0;Produzione di malta
722;23.64.00;Produzione di malta
723;23.65;Fabbricazione di prodotti in fibrocemento
724;23.65.0;Fabbricazione di prodotti in fibrocemento
725;23.65.00;Fabbricazione di prodotti in fibrocemento
726;23.69;Fabbricazione di altri prodotti in calcestruzzo, gesso e cemento
727;23.69.0;Fabbricazione di altri prodotti in calcestruzzo, gesso e cemento
728;23.69.00;Fabbricazione di altri prodotti in calcestruzzo, gesso e cemento
